S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
126,LBBL,33.54,504.00,511.90,486.10,496.00,496.00,0.00,0.00,493.06,"139,340.00",504.00,"68,702,993.50",324,-8.00,25.80,-1.59,5.31,0.59,484.14,485.24,646.30,376.50
127,LBLD88,35.67,"1,119.00","1,119.00","1,095.00","1,095.10","1,095.10",0.00,0.00,"1,105.29",107.00,"1,140.00","118,265.70",5,-44.90,24.00,-3.94,2.19,-0.93,"1,008.36",943.44,"1,166.00","1,013.10"
128,LEC,37.02,256.00,256.00,242.40,244.50,244.50,0.00,0.00,245.73,"532,320.00",251.00,"130,808,119.50","1,239",-6.50,13.60,-2.59,5.61,-0.50,209.80,213.68,263.00,180.00
129,LICN,40.78,860.20,870.00,854.10,865.00,865.00,0.00,0.00,857.78,"21,041.00",872.60,"18,048,640.60",186,-7.60,15.90,-0.87,1.86,0.83,861.47,876.40,"1,115.00",773.00
130,LLBS,33.63,996.70,"1,005.00",976.80,"1,005.00","1,005.00",0.00,0.00,988.34,"2,536.00","1,017.00","2,506,426.40",23,-12.00,28.20,-1.18,2.89,1.66,979.91,"1,020.14","1,300.50",865.00
131,LSL,31.08,228.40,228.40,219.00,220.70,220.70,0.00,0.00,220.44,"98,869.00",224.00,"21,795,093.90",273,-3.30,9.40,-1.47,4.29,0.12,221.89,223.21,252.00,201.00
132,LUK,44.30,9.72,9.80,9.72,9.75,9.75,0.00,0.00,9.76,"1,150.00",9.91,"11,229.50",5,-0.16,0.08,-1.61,0.82,-0.15,9.56,9.83,11.97,8.97
133,LVF2,37.77,9.82,9.88,9.82,9.87,9.87,0.00,0.00,9.86,"1,700.00",9.84,"16,754.00",13,0.03,0.06,0.30,0.61,0.15,9.31,9.57,11.45,8.76
134,MABEL,28.01,755.10,770.00,752.70,753.40,753.40,0.00,0.00,756.22,"6,325.00",768.00,"4,783,097.70",179,-14.60,17.30,-1.90,2.30,-0.37,0.00,0.00,927.00,317.70
135,MAKAR,30.02,550.00,550.00,541.00,547.90,547.90,0.00,0.00,544.95,"5,056.00",552.00,"2,755,250.20",60,-4.10,9.00,-0.74,1.66,0.54,562.86,584.00,802.00,515.00
136,MANDU,30.38,821.30,833.10,821.20,828.00,828.00,0.00,0.00,827.09,"1,383.00",828.60,"1,143,859.00",40,-0.60,11.90,-0.07,1.45,0.11,815.89,838.42,970.00,766.50
137,MATRI,31.09,977.00,990.00,975.00,976.00,976.00,0.00,0.00,976.32,"1,859.00",978.10,"1,814,982.60",32,-2.10,15.00,-0.21,1.54,-0.03,991.64,"1,058.03","1,347.00",904.00
138,MBJC,29.53,307.10,311.00,307.10,308.80,308.80,0.00,0.00,308.65,"58,391.00",311.10,"18,022,513.50",395,-2.30,3.90,-0.74,1.27,0.05,290.68,300.25,371.00,270.00
139,MBL,31.68,260.60,260.60,249.00,250.00,250.00,0.00,0.00,250.80,"128,703.00",255.50,"32,279,262.80",294,-5.50,11.60,-2.15,4.66,-0.32,226.42,229.66,272.10,205.00
140,MBLD87,46.28,"1,087.90","1,106.00","1,087.90","1,106.00","1,106.00",0.00,0.00,"1,096.95",50.00,"1,106.00","54,847.50",2,0.00,18.10,0.00,1.66,0.82,"1,056.86","1,024.47","1,169.00","1,021.00"
141,MBLEF,47.23,10.25,10.30,10.23,10.30,10.30,0.00,0.00,10.29,"104,300.00",10.40,"1,073,368.00",26,-0.10,0.07,-0.96,0.68,0.09,9.40,0.00,10.69,8.59
142,MCHL,29.98,435.00,435.00,422.00,422.00,422.00,0.00,0.00,425.77,"4,943.00",427.00,"2,104,591.50",59,-5.00,13.00,-1.17,3.08,-0.89,469.88,495.82,641.00,392.00
143,MDB,29.90,665.00,667.00,651.70,654.00,654.00,0.00,0.00,655.98,"13,335.00",665.00,"8,747,432.80",85,-11.00,15.30,-1.65,2.35,-0.30,601.76,607.88,729.70,530.50
144,MEHL,33.15,472.00,485.00,465.20,475.00,475.00,0.00,0.00,470.69,"31,057.00",478.80,"14,618,076.10",194,-3.80,19.80,-0.79,4.26,0.91,436.36,438.12,611.00,372.40
145,MEL,31.01,300.00,300.00,291.00,292.90,292.90,0.00,0.00,294.59,"41,138.00",296.00,"12,118,924.60",290,-3.10,9.00,-1.05,3.09,-0.58,284.98,293.44,350.00,255.00
146,MEN,30.88,621.00,623.50,613.30,615.90,615.90,0.00,0.00,617.05,"47,092.00",621.90,"29,058,012.50",215,-6.00,10.20,-0.96,1.66,-0.19,604.65,607.72,683.40,535.00
147,MERO,31.37,753.00,753.00,731.00,735.00,735.00,0.00,0.00,736.35,"10,534.00",739.00,"7,756,679.40",97,-4.00,22.00,-0.54,3.01,-0.18,767.12,779.24,"1,000.00",668.00
148,MFIL,36.11,839.00,916.00,839.00,860.00,860.00,0.00,0.00,854.26,"324,528.00",855.90,"277,232,359.50",933,4.10,77.00,0.48,9.18,0.67,693.71,672.10,918.00,545.00
149,MFLD85,29.03,"1,163.90","1,163.90","1,163.90","1,163.90","1,163.90",0.00,0.00,"1,163.90",25.00,"1,187.60","29,097.50",2,-23.70,0.00,-2.00,0.00,0.00,"1,094.45","1,069.09","1,189.00","1,052.60"
150,MHCL,48.37,386.00,389.00,380.00,383.00,383.00,0.00,0.00,382.63,"25,898.00",386.00,"9,909,345.00",156,-3.00,9.00,-0.78,2.37,0.10,399.98,418.64,573.20,325.00
151,MHL,43.12,535.00,580.00,535.00,562.00,562.00,0.00,0.00,560.73,"130,183.00",545.30,"72,997,820.50",757,16.70,45.00,3.06,8.41,0.23,500.41,531.79,798.00,445.00
152,MHNL,48.78,299.80,300.00,288.10,293.70,293.70,0.00,0.00,292.18,"64,373.00",297.00,"18,808,661.30",267,-3.30,11.90,-1.11,4.13,0.52,255.99,260.67,307.00,226.00
153,MKCL,31.52,"1,390.10","1,406.00","1,376.00","1,385.00","1,385.00",0.00,0.00,"1,386.42","3,763.00","1,395.00","5,217,082.90",88,-10.00,30.00,-0.72,2.18,-0.10,"1,438.21","1,475.70","1,900.00","1,333.00"
154,MKHC,37.90,371.10,371.10,350.00,354.00,354.00,0.00,0.00,357.18,"54,398.00",363.90,"19,429,853.40",288,-9.90,21.10,-2.72,6.03,-0.90,372.90,392.88,581.00,310.70
155,MKHL,30.69,834.50,834.50,802.00,817.00,817.00,0.00,0.00,807.57,"8,127.00",850.00,"6,563,093.50",82,-33.00,32.50,-3.88,4.05,1.15,793.04,796.32,"1,027.00",652.00
156,MKJC,31.57,535.10,556.30,535.10,544.10,544.10,0.00,0.00,545.13,"36,590.00",546.00,"19,946,207.40",144,-1.90,21.20,-0.35,3.96,-0.19,547.61,542.04,635.00,475.50
157,MLBBL,31.50,"1,346.00","1,380.00","1,341.00","1,354.00","1,354.00",0.00,0.00,"1,347.85","3,420.00","1,370.00","4,609,644.20",49,-16.00,39.00,-1.17,2.91,0.45,"1,443.97","1,469.30","2,019.00","1,285.00"
158,MLBL,32.21,399.00,399.00,386.00,386.10,386.10,0.00,0.00,390.10,"55,863.00",394.00,"21,792,111.20",131,-7.90,13.00,-2.01,3.37,-1.04,379.10,386.06,468.60,348.90
159,MLBS,28.98,"1,460.00","1,460.00","1,450.00","1,451.10","1,451.10",0.00,0.00,"1,452.35",620.00,"1,466.00","900,454.00",16,-14.90,10.00,-1.02,0.69,-0.09,"1,503.42","1,543.83","1,960.00","1,395.00"
160,MLBSL,36.65,"1,965.00","1,975.00","1,862.50","1,890.00","1,890.00",0.00,0.00,"1,878.68","6,896.00","1,940.00","12,955,406.40",120,-50.00,112.50,-2.58,6.04,0.60,"2,002.41","2,083.94","2,435.50","1,808.40"
161,MMF1,36.52,9.30,9.72,9.21,9.53,9.53,0.00,0.00,9.37,"23,369.00",9.36,"218,929.09",48,0.17,0.51,1.82,5.54,1.70,8.90,8.97,9.95,8.05
162,MMKJL,31.02,571.50,580.00,571.00,575.00,575.00,0.00,0.00,572.65,"9,956.00",578.00,"5,701,256.20",91,-3.00,9.00,-0.52,1.58,0.41,596.84,593.90,735.00,528.20
163,MNBBL,34.59,391.00,392.00,385.00,385.00,385.00,0.00,0.00,387.75,"62,110.00",391.00,"24,083,421.60",377,-6.00,7.00,-1.53,1.82,-0.72,381.90,386.87,503.00,340.10
164,MND84/85,51.06,"1,098.00","1,098.00","1,098.00","1,098.00","1,098.00",0.00,0.00,"1,098.00",113.00,"1,096.50","124,074.00",1,1.50,0.00,0.14,0.00,0.00,"1,058.43",0.00,"1,128.00","1,026.20"
165,MNMF1,45.67,9.54,9.72,9.54,9.66,9.66,0.00,0.00,9.63,"17,700.00",9.72,"170,402.00",30,-0.06,0.18,-0.62,1.89,0.34,9.15,9.20,10.11,8.53
166,MPFL,41.88,715.00,730.00,711.00,725.00,725.00,0.00,0.00,720.58,"93,748.00",725.00,"67,552,713.70",531,0.00,19.00,0.00,2.67,0.61,589.21,597.30,730.00,491.00
167,MSHL,40.57,810.00,817.30,790.10,795.10,795.10,0.00,0.00,804.53,"3,625.00",817.50,"2,916,420.50",48,-22.40,27.20,-2.74,3.44,-1.19,872.29,879.29,979.00,782.00
168,MSLB,29.50,"1,311.00","1,330.00","1,295.00","1,305.00","1,305.00",0.00,0.00,"1,309.57","1,801.00","1,336.60","2,358,538.40",53,-31.60,35.00,-2.36,2.70,-0.35,"1,380.55","1,353.75","1,710.00","1,130.20"
169,NABBC,28.34,"1,499.40","1,559.00","1,466.00","1,466.00","1,466.00",0.00,0.00,"1,501.89","19,182.00","1,530.00","28,809,196.00",130,-64.00,93.00,-4.18,6.34,-2.45,"1,128.71","1,295.46","2,060.00",662.00
170,NABIL,31.48,530.00,532.00,523.00,523.00,523.00,0.00,0.00,525.92,"67,561.00",530.50,"35,531,577.90",684,-7.50,9.00,-1.41,1.72,-0.56,506.45,507.86,562.00,471.00
171,NADEP,38.76,826.00,826.00,785.10,797.00,797.00,0.00,0.00,793.50,"2,941.00",809.90,"2,333,684.40",33,-12.90,40.90,-1.59,5.21,0.44,787.27,817.97,"1,046.00",696.00
172,NBF2,35.23,9.80,9.99,9.80,9.91,9.91,0.00,0.00,9.92,"21,820.00",9.90,"216,494.20",9,0.01,0.19,0.10,1.94,-0.12,9.60,9.78,11.10,8.89
173,NBF3,43.22,9.52,9.75,9.52,9.67,9.67,0.00,0.00,9.67,"45,251.00",9.68,"437,401.70",29,-0.01,0.23,-0.10,2.42,0.04,9.35,9.53,10.67,8.35
174,NBL,31.26,264.00,266.00,260.00,261.90,261.90,0.00,0.00,261.69,"92,428.00",264.00,"24,187,331.90",315,-2.10,6.00,-0.80,2.31,0.08,245.84,254.02,313.00,225.40
175,NBLD82,41.09,"1,054.00","1,054.00","1,054.00","1,047.00","1,047.00",0.00,0.00,"1,053.67",105.00,"1,056.00","110,635.00",3,-9.00,0.00,-0.85,0.00,-0.64,"1,071.39","1,041.37","1,140.00","1,042.50"
176,NBLD87,32.44,"1,089.10","1,089.10","1,089.00","1,083.10","1,083.10",0.00,0.00,"1,087.88",61.00,"1,090.00","66,360.60",4,-6.90,0.10,-0.63,0.01,-0.44,"1,077.92","1,064.72","1,150.00","1,010.10"
177,NESDO,36.65,"1,619.80","1,619.80","1,547.00","1,589.40","1,589.40",0.00,0.00,"1,553.70","8,783.00","1,595.00","13,646,127.00",75,-5.60,72.80,-0.35,4.71,2.25,"1,524.94","1,566.32","1,975.00","1,380.10"
178,NFS,29.64,645.00,664.90,645.00,653.90,653.90,0.00,0.00,654.00,"10,933.00",656.00,"7,150,142.20",134,-2.10,19.90,-0.32,3.09,-0.01,646.89,657.55,851.00,576.00
179,NGPL,30.94,466.00,466.00,446.00,446.50,446.50,0.00,0.00,450.40,"538,983.00",457.00,"242,759,607.50","1,297",-10.50,20.00,-2.30,4.48,-0.87,400.19,401.31,479.20,254.80
180,NHDL,39.77,681.00,681.90,660.00,678.00,678.00,0.00,0.00,669.17,"6,968.00",681.00,"4,662,742.70",69,-3.00,21.90,-0.44,3.32,1.30,684.02,688.99,919.00,623.00
181,NHPC,51.61,283.00,303.50,279.40,297.00,297.00,0.00,0.00,291.10,"2,272,245.00",281.90,"661,461,323.80","4,136",15.10,24.10,5.36,8.63,1.98,202.97,207.72,303.50,178.60
182,NIBLGF,30.04,9.44,9.44,9.23,9.43,9.43,0.00,0.00,9.35,"23,490.00",9.39,"219,565.60",14,0.04,0.21,0.43,2.28,0.88,8.98,9.00,11.03,7.84
183,NIBLSTF,28.74,9.50,9.50,9.22,9.22,9.22,0.00,0.00,9.41,"3,900.00",9.32,"36,709.00",11,-0.10,0.28,-1.07,3.04,-2.09,8.70,8.69,10.08,7.85
184,NIBSF2,47.15,9.50,9.50,9.22,9.38,9.38,0.00,0.00,9.37,"20,304.00",9.32,"190,271.82",27,0.06,0.28,0.64,3.04,0.09,8.74,8.73,10.52,8.06
185,NICA,30.76,345.50,347.00,341.60,342.60,342.60,0.00,0.00,344.17,"70,422.00",348.50,"24,237,238.70",275,-5.90,5.40,-1.69,1.58,-0.46,329.86,342.88,428.40,304.50
186,NICAD2091,43.40,"1,066.30","1,080.00","1,066.30","1,080.00","1,080.00",0.00,0.00,"1,073.15",50.00,"1,066.30","53,657.50",2,13.70,13.70,1.28,1.28,0.63,0.00,0.00,"1,102.60","1,005.20"
187,NICBF,29.36,9.52,9.60,9.52,9.60,9.60,0.00,0.00,9.56,200.00,9.71,"1,912.00",2,-0.11,0.08,-1.13,0.84,0.42,9.28,9.27,10.93,8.48
188,NICD88,41.48,"1,081.20","1,081.20","1,081.20","1,081.20","1,081.20",0.00,0.00,"1,081.20",25.00,"1,090.00","27,030.00",1,-8.80,0.00,-0.81,0.00,0.00,"1,062.51","1,045.47","1,153.00","1,015.00"
189,NICFC,27.90,9.32,9.51,9.32,9.51,9.51,0.00,0.00,9.45,"5,100.00",9.50,"48,214.00",24,0.01,0.19,0.11,2.04,0.59,9.01,9.18,10.40,8.37
190,NICGF2,49.15,9.40,9.70,9.40,9.70,9.70,0.00,0.00,9.57,"23,850.00",9.50,"228,204.00",27,0.20,0.30,2.11,3.19,1.36,8.92,8.91,9.98,8.33
191,NICL,31.77,519.00,519.00,514.10,515.90,515.90,0.00,0.00,516.42,"20,380.00",516.50,"10,524,665.60",182,-0.60,4.90,-0.12,0.95,-0.10,525.98,574.41,"1,005.00",483.00
192,NICLBSL,33.56,595.00,595.00,580.00,584.80,584.80,0.00,0.00,582.99,"16,887.00",593.90,"9,844,973.20",145,-9.10,15.00,-1.53,2.59,0.31,569.78,597.03,764.00,535.00
193,NICSF,33.80,9.71,9.71,9.35,9.50,9.50,0.00,0.00,9.49,"8,860.00",9.52,"84,079.00",16,-0.02,0.36,-0.21,3.85,0.11,8.84,8.99,9.99,8.04
194,NIFRA,31.01,285.10,285.10,277.50,277.80,277.80,0.00,0.00,280.33,"230,041.00",285.10,"64,488,456.70","1,070",-7.30,7.60,-2.56,2.74,-0.91,269.48,274.64,328.10,249.90
195,NIL,42.46,660.00,662.00,651.00,657.00,657.00,0.00,0.00,657.68,"10,807.00",661.00,"7,107,552.60",75,-4.00,11.00,-0.61,1.69,-0.10,624.97,652.56,789.00,562.00
196,NIMB,31.94,220.00,220.00,210.10,210.30,210.30,0.00,0.00,211.40,"172,702.00",216.00,"36,508,794.40",572,-5.70,9.90,-2.64,4.71,-0.52,197.89,205.09,247.00,184.20
197,NIMBD90,24.61,"1,198.00","1,198.00","1,198.00","1,189.00","1,189.00",0.00,0.00,"1,189.00",6.00,"1,198.00","7,134.00",1,-9.00,0.00,-0.75,0.00,0.00,"1,187.97","1,154.91","1,425.00","1,115.00"
198,NIMBPO,34.18,162.00,163.00,161.00,161.00,161.00,0.00,0.00,161.24,"13,886.00",161.70,"2,239,004.00",16,-0.70,2.00,-0.43,1.24,-0.15,160.12,161.28,184.50,150.00
199,NLG,26.39,702.90,702.90,692.00,697.40,697.40,0.00,0.00,696.27,"12,743.00",705.00,"8,872,570.40",83,-7.60,10.90,-1.08,1.58,0.16,712.32,747.30,976.20,655.00
200,NLIC,32.98,824.50,824.50,800.00,802.80,802.80,0.00,0.00,803.02,"43,478.00",808.40,"34,913,650.20",238,-5.60,24.50,-0.69,3.06,-0.03,786.69,784.14,890.00,702.00
201,NLICL,46.24,603.00,610.00,602.00,610.00,610.00,0.00,0.00,605.83,"15,113.00",610.00,"9,155,953.60",106,0.00,8.00,0.00,1.33,0.68,597.34,604.81,691.00,539.00
202,NMB,40.67,254.00,255.00,251.20,253.00,253.00,0.00,0.00,252.73,"57,351.00",256.00,"14,494,104.00",197,-3.00,3.80,-1.17,1.51,0.11,243.10,246.39,283.00,231.00
203,NMB50,28.70,10.17,10.37,10.17,10.31,10.31,0.00,0.00,10.22,"1,820.00",10.34,"18,609.40",5,-0.03,0.20,-0.29,1.97,0.82,10.42,10.54,11.93,9.75
204,NMBD89/90,37.58,"1,222.00","1,246.40","1,222.00","1,246.40","1,246.40",0.00,0.00,"1,234.20",50.00,"1,222.00","61,710.00",2,24.40,24.40,2.00,2.00,0.98,0.00,0.00,"1,325.00","1,145.10"
205,NMBHF2,45.28,9.84,10.03,9.65,9.70,9.70,0.00,0.00,9.91,"5,803.00",9.84,"57,506.70",25,-0.14,0.38,-1.42,3.94,-2.16,9.15,9.04,10.03,8.16
206,NMBMF,31.91,693.40,699.00,682.30,690.00,690.00,0.00,0.00,694.41,"6,283.00",700.00,"4,362,948.60",39,-10.00,16.70,-1.43,2.45,-0.64,682.56,696.19,835.00,596.00
207,NMFBS,40.09,"1,177.50","1,185.00","1,177.00","1,180.00","1,180.00",0.00,0.00,"1,181.23","4,709.00","1,185.00","5,562,399.00",36,-5.00,8.00,-0.42,0.68,-0.10,"1,229.77","1,253.76","1,504.00","1,086.00"
208,NMIC,26.44,"1,370.00","1,370.00","1,316.00","1,320.00","1,320.00",0.00,0.00,"1,330.86","7,142.00","1,345.00","9,504,974.10",194,-25.00,54.00,-1.86,4.10,-0.82,"1,301.30","1,424.55","2,703.30",302.30
209,NMLBBL,32.74,653.00,657.00,642.50,646.00,646.00,0.00,0.00,649.87,"16,611.00",650.00,"10,794,930.10",74,-4.00,14.50,-0.62,2.26,-0.60,644.49,656.72,807.00,600.00
210,NRIC,32.35,"1,258.00","1,269.00","1,238.10","1,242.00","1,242.00",0.00,0.00,"1,245.77","76,151.00","1,257.00","94,866,435.80",473,-15.00,30.90,-1.19,2.50,-0.30,"1,351.28","1,352.67","1,842.00","1,146.00"
211,NRM,32.41,438.00,445.80,430.00,430.30,430.30,0.00,0.00,435.80,"30,690.00",438.10,"13,374,827.90",222,-7.80,15.80,-1.78,3.67,-1.28,439.48,447.73,590.00,390.10
212,NRN,30.59,"1,496.00","1,509.60","1,460.20","1,509.60","1,509.60",0.00,0.00,"1,478.41","66,536.00","1,495.00","98,367,722.00",679,14.60,49.40,0.98,3.38,2.07,"1,722.38","1,867.64","2,444.00","1,327.00"
213,NSIF2,45.23,10.79,10.90,10.79,10.85,10.85,0.00,0.00,10.85,"7,550.00",10.88,"81,895.00",16,-0.03,0.11,-0.28,1.02,0.03,10.40,10.58,11.93,9.75
214,NTC,33.70,893.80,893.80,870.00,877.00,877.00,0.00,0.00,879.97,"16,799.00",887.90,"14,782,587.00",279,-10.90,23.80,-1.23,2.74,-0.34,860.31,863.23,942.50,762.50
215,NUBL,46.78,714.50,719.00,706.00,715.00,715.00,0.00,0.00,712.42,"6,266.00",714.50,"4,464,038.50",57,0.50,13.00,0.07,1.84,0.36,737.61,734.51,854.40,650.00
216,NWCL,30.98,871.00,904.00,869.00,870.00,870.00,0.00,0.00,877.69,"3,673.00",887.00,"3,223,755.30",90,-17.00,35.00,-1.92,4.03,-0.88,845.19,867.66,"1,045.00",740.20
217,NYADI,31.03,427.00,428.00,420.10,423.90,423.90,0.00,0.00,424.31,"13,106.00",427.00,"5,561,057.10",140,-3.10,7.90,-0.73,1.88,-0.10,400.93,415.48,663.90,354.00
218,OHL,37.22,753.90,758.90,730.00,745.00,745.00,0.00,0.00,745.97,"9,680.00",747.90,"7,220,993.10",65,-2.90,28.90,-0.39,3.96,-0.13,727.70,783.48,"1,049.50",633.10
219,OMPL,28.65,"1,328.00","1,332.00","1,308.00","1,314.50","1,314.50",0.00,0.00,"1,319.52","7,341.00","1,320.40","9,686,620.70",187,-5.90,24.00,-0.45,1.83,-0.38,"1,274.01","1,324.07","2,167.20",270.00
220,PBD85,44.64,"1,061.00","1,082.00","1,061.00","1,082.00","1,082.00",0.00,0.00,"1,071.50",50.00,"1,071.00","53,575.00",2,11.00,21.00,1.03,1.98,0.97,"1,063.77","1,051.13","1,150.00","1,020.60"
221,PBD88,32.09,"1,171.10","1,171.10","1,171.00","1,171.00","1,171.00",0.00,0.00,"1,171.03",100.00,"1,181.10","117,102.50",2,-10.10,0.10,-0.86,0.01,0.00,"1,180.82","1,164.30","1,274.00","1,094.00"
222,PBLD87,28.01,"1,101.00","1,101.00","1,101.00","1,101.00","1,101.00",0.00,0.00,"1,101.00",25.00,"1,100.00","27,525.00",1,1.00,0.00,0.09,0.00,0.00,"1,059.80","1,037.40","1,147.00","1,015.10"
223,PCBL,31.06,247.00,252.80,247.00,249.00,249.00,0.00,0.00,249.90,"69,617.00",252.00,"17,397,464.20",227,-3.00,5.80,-1.19,2.35,-0.36,245.41,248.75,290.00,226.00
224,PFL,30.99,404.50,406.00,395.00,398.30,398.30,0.00,0.00,401.15,"18,761.00",406.50,"7,525,919.40",139,-8.20,11.00,-2.02,2.78,-0.71,382.54,394.15,498.00,352.80
225,PHCL,46.76,320.00,345.70,318.50,342.00,342.00,0.00,0.00,335.91,"912,697.00",321.10,"306,585,481.00","2,822",20.90,27.20,6.51,8.54,1.78,329.88,394.61,676.00,249.70
226,PMHPL,31.75,390.00,390.00,376.00,382.00,382.00,0.00,0.00,381.08,"66,459.00",387.90,"25,325,880.00",239,-5.90,14.00,-1.52,3.72,0.24,343.69,351.40,468.00,272.00
227,PMLI,34.44,524.20,524.20,505.00,513.00,513.00,0.00,0.00,510.32,"17,561.00",514.00,"8,961,662.40",187,-1.00,19.20,-0.19,3.80,0.52,494.85,503.89,608.00,445.00
228,PPCL,45.16,422.40,438.50,422.40,431.00,431.00,0.00,0.00,431.82,"111,907.00",431.00,"48,323,186.20",346,0.00,16.10,0.00,3.81,-0.19,344.12,348.09,438.50,284.10
229,PPL,29.21,392.00,408.00,392.00,393.00,393.00,0.00,0.00,396.23,"135,259.00",400.00,"53,593,644.80",521,-7.00,16.00,-1.75,4.08,-0.82,342.81,368.69,569.20,263.20
230,PRIN,33.44,769.90,770.00,755.00,758.10,758.10,0.00,0.00,758.71,"12,031.00",761.00,"9,128,053.30",81,-2.90,15.00,-0.38,1.99,-0.08,702.29,752.47,"1,081.70",630.00
231,PROFL,31.25,497.70,497.70,476.20,478.10,478.10,0.00,0.00,481.89,"12,339.00",488.00,"5,946,095.40",83,-9.90,21.50,-2.03,4.51,-0.79,469.31,482.47,589.20,421.40
232,PRSF,47.02,11.51,11.97,11.51,11.78,11.78,0.00,0.00,11.68,"12,200.00",11.74,"142,521.00",12,0.04,0.46,0.34,4.00,0.83,10.75,10.92,12.05,9.85
233,PRVU,34.42,219.00,221.00,210.80,211.80,211.80,0.00,0.00,213.61,"313,914.00",219.00,"67,054,735.00",921,-7.20,10.20,-3.29,4.84,-0.85,194.31,201.60,250.90,179.90
234,PSF,53.02,11.52,11.75,11.52,11.54,11.54,0.00,0.00,11.56,"155,612.00",11.74,"1,798,316.48",26,-0.20,0.23,-1.70,2.00,-0.14,10.73,10.86,11.90,9.86
235,PURE,28.15,970.00,989.00,968.50,972.00,972.00,0.00,0.00,976.79,"11,347.00",988.70,"11,083,636.50",175,-16.70,20.50,-1.69,2.12,-0.49,920.96,0.00,"1,327.90",289.30
236,RADHI,29.77,900.00,909.80,880.00,888.00,888.00,0.00,0.00,889.87,"182,681.00",900.00,"162,561,699.20",473,-12.00,29.80,-1.33,3.39,-0.21,772.74,782.51,940.00,373.00
237,RAWA,31.80,707.10,723.60,707.10,716.00,716.00,0.00,0.00,714.51,"3,051.00",721.50,"2,179,979.30",51,-5.50,16.50,-0.76,2.33,0.21,735.19,757.64,940.00,686.00
238,RBBD2088,41.23,"1,068.00","1,068.00","1,065.00","1,065.00","1,065.00",0.00,0.00,"1,067.00",75.00,"1,055.30","80,025.00",2,9.70,3.00,0.92,0.28,-0.19,0.00,0.00,"1,100.00",967.60
239,RBBD83,25.31,"1,046.10","1,049.40","1,046.10","1,049.40","1,049.40",0.00,0.00,"1,047.04",35.00,"1,061.00","36,646.50",2,-11.60,3.30,-1.09,0.32,0.22,"1,039.89",0.00,"1,100.00","1,016.30"
240,RBBF40,43.22,10.00,10.00,9.61,9.89,9.89,0.00,0.00,9.70,"2,800.00",9.83,"27,161.00",13,0.06,0.39,0.61,4.06,1.92,0.00,0.00,10.11,8.98
241,RBCL,52.41,"15,400.00","15,616.00","15,400.00","15,550.00","15,550.00",0.00,0.00,"15,522.70",925.00,"15,306.00","14,358,499.00",54,244.00,216.00,1.59,1.40,0.18,"15,068.68","15,057.44","16,900.00","14,251.00"
242,RBCLPO,48.53,"12,240.00","12,241.00","12,001.00","12,241.00","12,241.00",0.00,0.00,"12,195.91",110.00,"12,478.00","1,341,550.00",7,-237.00,240.00,-1.90,2.00,0.37,"12,230.03","12,066.67","13,530.00","11,025.00"
243,RFPL,30.68,406.70,419.80,406.70,410.00,410.00,0.00,0.00,412.20,"95,567.00",414.90,"39,392,326.50",482,-4.90,13.10,-1.18,3.22,-0.54,373.62,443.58,785.00,306.00
244,RHGCL,33.74,317.20,317.20,300.00,304.90,304.90,0.00,0.00,305.01,"116,564.00",311.00,"35,553,530.80",424,-6.10,17.20,-1.96,5.73,-0.04,267.18,291.75,640.00,217.20
245,RHPL,38.55,306.00,308.00,303.50,305.00,305.00,0.00,0.00,305.18,"87,240.00",306.20,"26,623,873.10",333,-1.20,4.50,-0.39,1.48,-0.06,281.12,308.36,457.00,252.30
246,RIDI,44.75,360.00,368.20,353.00,364.00,364.00,0.00,0.00,361.16,"987,176.00",360.80,"356,531,889.30","1,861",3.20,15.20,0.89,4.31,0.78,245.61,251.71,370.00,203.50
247,RLFL,32.77,481.00,481.90,470.00,474.00,474.00,0.00,0.00,475.23,"32,473.00",481.00,"15,432,253.70",175,-7.00,11.90,-1.46,2.53,-0.26,443.81,459.43,576.00,398.00
248,RMF1,43.42,9.85,9.85,9.61,9.80,9.80,0.00,0.00,9.72,"17,300.00",9.68,"168,217.00",25,0.12,0.24,1.24,2.50,0.78,9.38,9.51,11.40,8.38
249,RMF2,40.86,10.07,10.25,10.06,10.06,10.06,0.00,0.00,10.10,"11,465.00",10.06,"115,850.30",12,0.00,0.19,0.00,1.89,-0.44,9.48,9.58,10.58,8.78
250,RNLI,31.79,495.00,498.80,479.00,480.00,480.00,0.00,0.00,484.63,"46,300.00",490.00,"22,438,351.80",383,-10.00,19.80,-2.04,4.13,-0.96,471.58,474.04,586.50,416.00
251,RSDC,32.41,673.10,682.00,671.20,674.00,674.00,0.00,0.00,674.79,"18,633.00",683.00,"12,573,395.30",91,-9.00,10.80,-1.32,1.61,-0.12,649.09,667.11,880.00,578.70
252,RSML,36.62,921.20,"1,033.20",921.20,"1,033.20","1,033.20",0.00,0.00,993.94,170.00,939.30,"168,970.00",11,93.90,112.00,10.00,12.16,3.80,0.00,0.00,"1,033.20",300.00
253,RSY,46.51,10.05,10.25,10.05,10.11,10.11,0.00,0.00,10.18,"36,200.00",10.25,"368,617.00",23,-0.14,0.20,-1.37,1.99,-0.72,9.36,0.00,10.40,8.58
