S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
12,BANDIPUR,42.43,864.00,865.00,849.10,862.00,862.00,0.00,0.00,854.51,"46,976.00",866.50,"40,141,444.70",755,-4.50,15.90,-0.52,1.87,0.87,873.12,0.00,"1,233.00",285.00
13,BARUN,40.99,357.20,358.80,350.30,352.10,352.10,0.00,0.00,353.32,"29,521.00",357.50,"10,430,333.00",144,-5.40,8.50,-1.51,2.43,-0.35,347.93,346.34,531.90,292.10
14,BBC,40.52,"4,800.00","4,823.90","4,755.00","4,810.00","4,810.00",0.00,0.00,"4,788.96",200.00,"4,815.00","957,791.00",18,-5.00,68.90,-0.10,1.45,0.44,"4,863.18","4,955.71","6,120.00","4,480.00"
15,BEDC,35.69,400.00,400.00,375.00,376.90,376.90,0.00,0.00,377.07,"27,283.00",381.10,"10,287,653.90",196,-4.20,25.00,-1.10,6.67,-0.05,494.35,551.76,872.00,343.90
16,BFC,41.10,469.00,469.00,460.20,461.00,461.00,0.00,0.00,461.58,"5,324.00",460.00,"2,457,439.40",52,1.00,8.80,0.22,1.91,-0.13,471.43,474.68,579.90,411.50
17,BGWT,40.90,670.00,670.00,660.00,669.00,669.00,0.00,0.00,661.56,"1,685.00",671.80,"1,114,736.40",20,-2.80,10.00,-0.42,1.52,1.11,750.55,786.71,"1,110.00",586.50
18,BHCL,51.57,600.00,616.90,575.00,614.00,614.00,0.00,0.00,600.82,"180,134.00",593.00,"108,228,127.60","1,513",21.00,41.90,3.54,7.29,2.15,549.22,0.00,699.00,292.10
19,BHDC,45.66,480.00,487.50,467.00,474.00,474.00,0.00,0.00,470.89,"38,693.00",478.00,"18,220,001.30",191,-4.00,20.50,-0.84,4.39,0.66,479.33,506.51,706.00,426.00
20,BHL,40.05,239.50,239.50,226.00,226.80,226.80,0.00,0.00,227.00,"80,660.00",228.10,"18,310,013.60",373,-1.30,13.50,-0.57,5.97,-0.09,205.92,201.37,264.40,164.00
21,BHPL,40.20,543.80,543.80,528.20,528.30,528.30,0.00,0.00,529.88,"4,341.00",534.80,"2,300,190.50",50,-6.50,15.60,-1.22,2.95,-0.30,568.99,622.46,950.00,495.00
22,BJHL,34.95,961.00,"1,005.00",961.00,971.00,971.00,0.00,0.00,971.94,"8,638.00",980.00,"8,395,648.80",211,-9.00,44.00,-0.92,4.58,-0.10,0.00,0.00,"1,305.00",270.10
23,BNHC,38.11,342.00,342.00,332.10,338.00,338.00,0.00,0.00,336.01,"2,178.00",338.90,"731,840.50",38,-0.90,9.90,-0.27,2.98,0.59,406.26,430.99,613.80,313.00
24,BNL,45.09,"14,400.00","14,832.00","14,400.00","14,832.00","14,832.00",0.00,0.00,"14,724.00",40.00,"14,819.00","588,960.00",4,13.00,432.00,0.09,3.00,0.73,"15,846.33","16,386.06","18,399.90","13,968.10"
25,BNT,37.15,"11,700.00","11,889.00","11,700.00","11,889.00","11,889.00",0.00,0.00,"11,874.75",24.00,"11,700.00","284,994.00",3,189.00,189.00,1.62,1.62,0.12,"11,807.24","11,778.40","13,205.00","10,660.00"
26,BPCL,26.21,704.00,708.00,693.00,697.00,697.00,0.00,0.00,697.88,"22,562.00",704.00,"15,745,580.80",144,-7.00,15.00,-0.99,2.16,-0.13,721.93,744.26,"1,065.00",478.00
27,BUNGAL,41.30,730.00,737.70,710.00,732.10,732.10,0.00,0.00,730.91,"101,332.00",730.00,"74,064,442.60",850,2.10,27.70,0.29,3.90,0.16,636.64,0.00,822.00,302.40
28,C30MF,47.40,10.10,10.20,9.96,10.00,10.00,0.00,0.00,10.00,"200,330.00",10.00,"2,004,196.00",34,0.00,0.24,0.00,2.41,-0.04,9.70,9.69,10.71,8.70
29,CBBL,38.04,925.00,925.00,919.00,923.00,923.00,0.00,0.00,923.06,"20,524.00",923.00,"18,944,791.70",175,0.00,6.00,0.00,0.65,-0.01,948.45,972.81,"1,144.80",865.10
30,CBLD88,38.42,"1,195.00","1,195.00","1,195.00","1,195.00","1,195.00",0.00,0.00,"1,195.00",25.00,"1,220.00","29,875.00",1,-25.00,0.00,-2.05,0.00,0.00,"1,202.62","1,181.81","1,325.00","1,108.00"
31,CFCL,32.33,499.10,506.00,499.10,505.00,505.00,0.00,0.00,502.91,"5,191.00",509.00,"2,610,606.00",40,-4.00,6.90,-0.79,1.38,0.41,516.24,511.03,608.50,445.10
32,CGH,45.65,800.70,815.20,799.00,802.40,802.40,0.00,0.00,800.45,"24,069.00",804.00,"19,266,150.90",158,-1.60,16.20,-0.20,2.03,0.24,849.58,881.21,"1,150.00",792.30
33,CHCL,43.65,491.80,491.90,483.80,486.00,486.00,0.00,0.00,486.14,"39,399.00",489.00,"19,153,392.70",217,-3.00,8.10,-0.61,1.67,-0.03,485.08,491.25,599.60,450.30
34,CHDC,41.41,"2,360.20","2,360.20","2,281.00","2,292.00","2,292.00",0.00,0.00,"2,292.36","13,128.00","2,324.00","30,094,085.00",118,-32.00,79.20,-1.38,3.47,-0.02,"2,367.14","2,392.89","2,997.90","1,990.00"
35,CHL,40.29,296.00,297.00,289.50,296.80,296.80,0.00,0.00,293.13,"12,688.00",296.00,"3,719,214.30",72,0.80,7.50,0.27,2.59,1.24,283.55,278.56,359.50,223.40
36,CIT,45.68,"1,772.00","1,776.00","1,760.20","1,765.10","1,765.10",0.00,0.00,"1,768.21","10,803.00","1,772.00","19,101,937.60",162,-6.90,15.80,-0.39,0.90,-0.18,"1,801.36","1,834.55","2,168.00","1,699.90"
37,CITY,40.46,382.00,390.00,377.10,389.00,389.00,0.00,0.00,383.53,"120,258.00",379.00,"46,122,168.40",553,10.00,12.90,2.64,3.42,1.41,478.18,526.41,998.40,349.20
38,CKHL,40.03,675.00,716.00,675.00,694.00,694.00,0.00,0.00,687.74,"1,585.00",695.40,"1,090,064.00",38,-1.40,41.00,-0.20,6.07,0.90,682.53,666.71,804.00,550.00
39,CLI,45.50,455.00,460.00,454.00,457.00,457.00,0.00,0.00,456.60,"20,764.00",456.20,"9,480,805.30",215,0.80,6.00,0.18,1.32,0.09,473.69,471.46,540.00,411.00
40,CMF2,44.15,10.00,10.28,10.00,10.24,10.24,0.00,0.00,10.26,"15,578.00",10.01,"159,825.72",7,0.23,0.28,2.30,2.80,-0.19,9.77,9.75,10.86,8.64
41,CORBL,26.59,"2,000.00","2,280.00","1,999.30","2,082.00","2,082.00",0.00,0.00,"2,019.31","33,497.00","2,049.90","67,640,911.40",371,32.10,280.70,1.57,14.04,3.01,"1,816.24","1,839.87","3,183.00","1,431.00"
42,CREST,40.60,"1,238.00","1,275.00","1,215.00","1,244.00","1,244.00",0.00,0.00,"1,230.35","5,460.00","1,244.90","6,717,727.00",149,-0.90,60.00,-0.07,4.94,1.10,"1,292.42","1,271.49","1,908.00",985.20
43,CSY,37.87,9.39,9.39,9.27,9.31,9.31,0.00,0.00,9.30,"3,500.00",9.40,"32,548.00",18,-0.09,0.12,-0.96,1.29,0.11,0.00,0.00,10.00,8.87
44,CYCL,23.46,"1,450.10","1,480.00","1,439.00","1,470.00","1,470.00",0.00,0.00,"1,467.29",518.00,"1,470.00","760,054.00",25,0.00,41.00,0.00,2.85,0.18,"1,546.88","1,587.82","2,040.00","1,431.10"
45,CZBIL,39.20,208.00,209.00,203.00,204.00,204.00,0.00,0.00,204.15,"155,590.00",208.40,"31,764,012.20",290,-4.40,6.00,-2.11,2.96,-0.07,201.69,203.63,240.10,183.00
46,DDBL,30.52,877.90,877.90,852.00,853.00,853.00,0.00,0.00,853.79,"5,810.00",855.00,"4,960,521.90",64,-2.00,25.90,-0.23,3.04,-0.09,851.16,857.63,"1,010.00",775.00
47,DHEL,46.05,670.00,675.00,655.00,660.00,660.00,0.00,0.00,660.60,"26,478.00",670.00,"17,491,370.50",408,-10.00,20.00,-1.49,3.05,-0.09,653.74,0.00,918.90,402.20
48,DHPL,43.26,309.00,309.00,298.00,306.00,306.00,0.00,0.00,301.96,"5,291.00",302.50,"1,597,673.70",44,3.50,11.00,1.16,3.69,1.32,304.27,303.61,370.00,265.00
49,DLBS,41.03,"1,314.00","1,314.00","1,275.00","1,313.00","1,313.00",0.00,0.00,"1,298.30",670.00,"1,314.00","869,862.00",18,-1.00,39.00,-0.08,3.06,1.12,"1,337.21","1,366.50","1,684.00","1,214.30"
50,DOLTI,39.46,343.90,370.00,343.90,358.00,358.00,0.00,0.00,359.45,"26,644.00",362.00,"9,577,279.70",172,-4.00,26.10,-1.10,7.59,-0.41,481.81,503.32,642.60,329.00
51,DORDI,40.84,283.30,285.00,280.00,283.00,283.00,0.00,0.00,281.69,"27,315.00",283.10,"7,694,250.20",148,-0.10,5.00,-0.04,1.79,0.46,278.28,272.69,414.50,213.10
52,EBL,35.95,719.00,719.00,710.00,712.60,712.60,0.00,0.00,712.03,"21,211.00",711.00,"15,102,779.90",164,1.60,9.00,0.23,1.27,0.08,678.65,682.83,780.60,619.00
53,EBLD86,42.73,"1,077.30","1,105.00","1,077.30","1,105.00","1,105.00",0.00,0.00,"1,094.10",75.00,"1,078.30","82,057.50",3,26.70,27.70,2.48,2.57,0.99,"1,076.04","1,065.04","1,150.00","1,022.00"
54,EBLD91,30.79,"1,100.00","1,100.00","1,090.20","1,098.00","1,098.00",0.00,0.00,"1,096.57",105.00,"1,082.10","115,140.00",5,15.90,9.80,1.47,0.90,0.13,"1,093.86","1,071.58","1,142.40",994.40
55,EDBL,39.62,590.90,591.00,576.30,584.90,584.90,0.00,0.00,582.41,"3,740.00",586.10,"2,178,195.30",24,-1.20,14.70,-0.20,2.55,0.43,592.11,599.92,717.30,545.00
56,EHPL,41.88,403.00,409.80,398.00,405.00,405.00,0.00,0.00,403.30,"26,657.00",402.00,"10,750,784.30",180,3.00,11.80,0.75,2.96,0.42,416.22,454.13,685.00,370.00
57,ENL,35.16,881.20,899.90,881.20,899.90,899.90,0.00,0.00,891.50,115.00,902.00,"102,522.00",6,-2.10,18.70,-0.23,2.12,0.93,914.34,941.50,"1,225.00",844.00
58,FMDBL,31.57,803.80,805.50,783.80,786.10,786.10,0.00,0.00,788.78,"26,463.00",799.00,"20,873,429.70",157,-12.90,21.70,-1.61,2.77,-0.34,813.22,828.83,"1,038.80",728.20
59,FOWAD,35.46,"1,067.50","1,067.50","1,041.60","1,047.20","1,047.20",0.00,0.00,"1,049.25","2,165.00","1,055.00","2,271,634.90",47,-7.80,25.90,-0.74,2.49,-0.20,"1,099.12","1,109.18","1,364.00","1,012.40"
60,GBBD85,36.83,"1,080.20","1,081.30","1,080.20","1,100.00","1,100.00",0.00,0.00,"1,082.50",55.00,"1,100.00","59,537.50",3,0.00,1.10,0.00,0.10,1.59,"1,087.53","1,077.71","1,135.00","1,030.00"
61,GBBL,34.47,417.10,422.00,417.10,419.00,419.00,0.00,0.00,420.11,"18,498.00",421.00,"7,771,122.30",91,-2.00,4.90,-0.48,1.17,-0.26,401.66,407.32,498.00,367.40
62,GBILD84/85,47.40,"1,155.00","1,155.00","1,155.00","1,155.00","1,155.00",0.00,0.00,"1,155.00",150.00,"1,124.10","173,250.00",1,30.90,0.00,2.75,0.00,0.00,"1,167.26","1,168.55","1,238.00","1,104.00"
63,GBILD86/87,47.40,"1,100.00","1,133.00","1,100.00","1,125.00","1,125.00",0.00,0.00,"1,124.50","1,222.00","1,086.00","1,374,144.00",14,39.00,33.00,3.59,3.00,0.04,"1,078.05","1,063.43","1,142.00","1,016.00"
64,GBIME,34.51,238.00,240.00,236.20,239.00,239.00,0.00,0.00,238.46,"70,690.00",237.90,"16,856,563.40",307,1.10,3.80,0.46,1.61,0.23,232.16,236.39,278.90,218.90
65,GBIMESY2,26.06,9.41,9.50,9.24,9.35,9.35,0.00,0.00,9.32,"7,399.00",9.41,"68,964.69",12,-0.06,0.26,-0.64,2.81,0.31,9.27,0.00,10.18,8.50
66,GBLBS,38.75,781.00,785.10,773.10,780.90,780.90,0.00,0.00,778.49,"2,309.00",781.00,"1,797,523.40",41,-0.10,12.00,-0.01,1.55,0.31,774.42,791.58,950.00,698.00
67,GCIL,44.26,426.50,437.00,426.50,431.00,431.00,0.00,0.00,432.99,"24,661.00",435.50,"10,677,893.20",224,-4.50,10.50,-1.03,2.46,-0.46,430.90,443.07,579.00,400.00
68,GFCL,40.72,628.20,629.00,625.00,625.20,625.20,0.00,0.00,627.19,"4,957.00",627.30,"3,108,969.80",45,-2.10,4.00,-0.33,0.64,-0.32,633.02,628.99,756.80,528.30
69,GHL,37.81,248.70,248.70,242.00,245.00,245.00,0.00,0.00,243.58,"57,043.00",246.00,"13,894,413.60",158,-1.00,6.70,-0.41,2.77,0.58,234.89,232.27,290.00,197.10
70,GIBF1,34.27,11.00,11.00,10.90,11.00,11.00,0.00,0.00,10.99,"1,000.00",11.00,"10,990.00",10,0.00,0.10,0.00,0.92,0.09,10.67,10.64,11.68,9.30
71,GILB,29.31,"1,130.80","1,155.00","1,130.60","1,132.00","1,132.00",0.00,0.00,"1,136.25",115.00,"1,155.00","130,668.30",11,-23.00,24.40,-1.99,2.16,-0.38,"1,174.51","1,202.92","1,441.60","1,075.00"
72,GLBSL,43.42,"1,815.00","1,833.40","1,780.00","1,832.00","1,832.00",0.00,0.00,"1,793.49",734.00,"1,825.00","1,316,418.10",25,7.00,53.40,0.38,3.00,2.10,"1,918.69","1,998.59","2,900.00","1,705.20"
73,GLH,39.87,278.90,280.00,273.00,277.00,277.00,0.00,0.00,275.35,"22,676.00",276.00,"6,243,767.40",144,1.00,7.00,0.36,2.56,0.60,267.72,266.18,328.20,227.40
74,GMFBS,36.21,"1,342.90","1,342.90","1,280.00","1,311.00","1,311.00",0.00,0.00,"1,282.37","1,027.00","1,306.00","1,316,989.00",21,5.00,62.90,0.38,4.91,2.18,"1,446.63","1,492.94","1,871.00","1,257.10"
75,GMFIL,36.60,480.00,480.00,468.00,469.00,469.00,0.00,0.00,472.96,539.00,474.60,"254,927.00",12,-5.60,12.00,-1.18,2.56,-0.84,472.28,471.34,557.00,393.10
76,GMLI,41.96,"1,280.00","1,324.90","1,280.00","1,298.00","1,298.00",0.00,0.00,"1,291.65","2,115.00","1,293.00","2,731,838.50",62,5.00,44.90,0.39,3.51,0.49,"1,654.03","1,762.49","2,652.00","1,230.00"
77,GRDBL,40.20,"1,081.00","1,099.90","1,065.00","1,075.00","1,075.00",0.00,0.00,"1,076.05","12,950.00","1,109.90","13,934,800.20",134,-34.90,34.90,-3.14,3.28,-0.10,"1,111.85","1,113.84","1,668.40",949.00
78,GSY,41.76,9.93,10.00,9.93,9.99,9.99,0.00,0.00,9.96,"9,120.00",10.00,"90,846.60",29,-0.01,0.07,-0.10,0.70,0.29,9.51,9.42,10.40,8.70
79,GUFL,41.12,532.00,542.00,532.00,539.00,539.00,0.00,0.00,536.89,"6,438.00",541.50,"3,456,498.80",43,-2.50,10.00,-0.46,1.88,0.39,537.55,531.61,644.00,460.60
80,GVL,43.46,491.10,500.00,491.10,497.00,497.00,0.00,0.00,494.82,"17,789.00",499.00,"8,802,325.60",122,-2.00,8.90,-0.40,1.81,0.44,505.93,515.12,662.00,430.20
81,H8020,28.68,11.84,12.00,11.76,12.00,12.00,0.00,0.00,11.92,"20,900.00",11.83,"249,117.00",15,0.17,0.24,1.44,2.04,0.67,11.40,11.28,12.33,10.00
82,HATHY,41.88,816.00,816.00,800.00,800.00,800.00,0.00,0.00,806.56,"5,323.00",805.70,"4,293,306.40",100,-5.70,16.00,-0.71,2.00,-0.82,894.23,954.08,"1,382.40",771.10
83,HBL,47.40,202.00,207.00,199.90,204.90,204.90,0.00,0.00,201.15,"264,075.00",206.00,"53,117,457.50",981,-1.10,7.10,-0.53,3.55,1.83,199.28,201.64,261.00,184.00
84,HBLPO,35.43,115.00,115.00,115.00,115.00,115.00,0.00,0.00,115.00,"217,473.00",115.00,"25,009,395.00",1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,133.00,115.00
85,HDHPC,36.52,234.00,234.90,226.20,227.70,227.70,0.00,0.00,228.75,"182,820.00",232.00,"41,819,369.10",527,-4.30,8.70,-1.85,3.85,-0.46,207.39,200.81,274.00,162.00
86,HDL,37.87,"1,170.00","1,176.90","1,162.00","1,173.80","1,173.80",0.00,0.00,"1,169.23","21,622.00","1,168.00","25,281,067.90",319,5.80,14.90,0.50,1.28,0.39,"1,161.85","1,222.77","1,556.10","1,103.00"
87,HEI,33.61,535.00,535.00,531.30,532.80,532.80,0.00,0.00,532.92,"3,179.00",535.00,"1,694,159.40",27,-2.20,3.70,-0.41,0.70,-0.02,517.47,524.60,654.00,458.00
88,HEIP,40.81,317.00,331.00,317.00,331.00,331.00,0.00,0.00,322.34,530.00,326.00,"170,842.00",6,5.00,14.00,1.53,4.42,2.62,322.23,336.69,398.00,293.10
89,HFIN,36.78,971.00,"1,028.90",971.00,"1,008.70","1,008.70",0.00,0.00,"1,010.12","63,585.00","1,022.10","64,228,449.80","1,603",-13.40,57.90,-1.31,5.96,-0.14,0.00,0.00,"1,450.60",101.70
90,HHL,41.18,375.10,379.90,366.00,370.00,370.00,0.00,0.00,370.71,"46,235.00",378.00,"17,139,984.10",211,-8.00,13.90,-2.12,3.80,-0.19,352.47,354.09,459.00,310.70
91,HIDCL,40.68,272.00,277.70,272.00,272.90,272.90,0.00,0.00,273.50,"51,063.00",276.00,"13,965,875.70",270,-3.10,5.70,-1.12,2.10,-0.22,270.25,272.36,330.30,245.00
92,HIDCLP,43.63,209.00,210.80,206.80,207.00,207.00,0.00,0.00,208.36,"240,707.00",209.00,"50,153,428.20",270,-2.00,4.00,-0.96,1.93,-0.66,196.98,196.64,239.00,174.40
93,HIMSTAR,37.72,900.00,918.00,880.00,894.00,894.00,0.00,0.00,893.06,"7,204.00",910.00,"6,433,600.00",141,-16.00,38.00,-1.76,4.32,0.11,933.78,0.00,"1,264.00",252.20
94,HLBSL,35.20,883.10,887.00,883.10,887.00,887.00,0.00,0.00,884.96,146.00,905.00,"129,204.00",6,-18.00,3.90,-1.99,0.44,0.23,916.81,930.41,"1,100.00",837.00
95,HLI,39.69,345.00,345.00,340.20,341.80,341.80,0.00,0.00,341.71,"24,916.00",344.00,"8,513,948.90",249,-2.20,4.80,-0.64,1.41,0.03,366.57,374.92,464.00,334.00
96,HLICF,31.26,8.96,9.00,8.83,8.90,8.90,0.00,0.00,8.94,"5,450.00",8.96,"48,715.50",17,-0.06,0.17,-0.67,1.93,-0.43,9.25,0.00,10.55,8.74
97,HPPL,39.37,387.00,387.00,382.20,384.90,384.90,0.00,0.00,384.20,"17,119.00",386.00,"6,577,163.50",112,-1.10,4.80,-0.28,1.26,0.18,445.22,459.40,613.00,355.10
98,HRL,38.10,659.90,660.00,647.00,653.90,653.90,0.00,0.00,653.94,"44,432.00",653.80,"29,055,767.70",589,0.10,13.00,0.02,2.01,-0.01,799.92,836.88,"1,139.90",584.00
99,HURJA,39.40,269.00,270.00,259.00,262.10,262.10,0.00,0.00,261.28,"97,135.00",267.00,"25,379,460.50",239,-4.90,11.00,-1.84,4.25,0.31,252.82,245.28,312.10,204.60
100,ICFC,44.35,640.00,640.00,621.00,632.00,632.00,0.00,0.00,625.82,"10,589.00",635.00,"6,626,789.90",55,-3.00,19.00,-0.47,3.06,0.98,645.05,647.32,730.90,588.00
101,ICFCD88,37.22,"1,134.00","1,135.00","1,134.00","1,135.00","1,135.00",0.00,0.00,"1,134.50",50.00,"1,145.00","56,725.00",2,-10.00,1.00,-0.87,0.09,0.04,"1,146.36","1,126.03","1,216.00","1,053.60"
102,ICFCD89,38.66,"1,090.00","1,100.00","1,083.00","1,100.00","1,100.00",0.00,0.00,"1,093.80",350.00,"1,099.00","382,830.00",14,1.00,17.00,0.09,1.57,0.56,0.00,0.00,"1,115.00","1,020.00"
103,IGI,40.17,440.00,440.00,433.50,438.50,438.50,0.00,0.00,436.33,"6,083.00",439.80,"2,654,191.80",36,-1.30,6.50,-0.30,1.50,0.50,433.04,447.78,600.00,392.00
104,IHL,42.40,448.00,455.00,439.00,443.00,443.00,0.00,0.00,443.66,"32,222.00",447.00,"14,295,451.70",210,-4.00,16.00,-0.89,3.64,-0.15,515.16,526.59,640.00,365.00
105,ILBS,36.32,900.00,949.00,900.00,938.00,938.00,0.00,0.00,930.09,408.00,928.00,"379,476.50",17,10.00,49.00,1.08,5.44,0.84,990.88,"1,056.81","1,311.00",795.20
106,ILI,44.22,438.30,442.90,438.30,442.00,442.00,0.00,0.00,439.68,"19,235.00",441.30,"8,457,218.00",204,0.70,4.60,0.16,1.05,0.53,448.45,448.47,500.00,405.00
107,JBBL,37.90,380.00,380.00,358.90,364.90,364.90,0.00,0.00,363.76,"22,270.00",367.60,"8,100,907.00",124,-2.70,21.10,-0.73,5.88,0.31,346.57,341.81,413.00,295.00
108,JBLB,29.55,"1,310.00","1,317.90","1,304.00","1,309.00","1,309.00",0.00,0.00,"1,309.29","2,993.00","1,310.00","3,918,717.40",74,-1.00,13.90,-0.08,1.07,-0.02,"1,364.53","1,387.85","1,644.00","1,219.90"
109,JBLBP,34.71,716.00,716.00,716.00,716.00,716.00,0.00,0.00,716.00,"1,140.00",716.00,"816,240.00",1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,716.00,100.00
110,JFL,37.80,413.20,418.90,408.00,408.00,408.00,0.00,0.00,410.97,"4,388.00",413.10,"1,803,356.90",42,-5.10,10.90,-1.23,2.67,-0.73,427.20,437.20,558.00,385.40
111,JHAPA,34.37,"1,425.00","1,563.00","1,425.00","1,500.00","1,500.00",0.00,0.00,"1,498.76","23,956.00","1,499.90","35,904,363.00",345,0.10,138.00,0.01,9.68,0.08,"1,363.41",0.00,"1,929.00",293.40
112,JOSHI,41.38,293.80,293.80,283.60,286.00,286.00,0.00,0.00,286.05,"12,959.00",288.10,"3,706,930.80",86,-2.10,10.20,-0.73,3.60,-0.02,298.81,302.49,487.00,254.00
113,JSLBB,38.02,"1,084.00","1,100.00","1,083.10","1,100.00","1,100.00",0.00,0.00,"1,089.24",150.00,"1,115.90","163,386.50",6,-15.90,16.90,-1.42,1.56,0.98,"1,157.92","1,186.98","1,485.00","1,059.00"
114,KBL,39.30,223.00,223.90,219.10,220.40,220.40,0.00,0.00,220.56,"151,759.00",222.00,"33,471,275.90",461,-1.60,4.80,-0.72,2.19,-0.07,201.48,199.50,256.00,175.50
115,KBSH,47.40,"1,500.00","1,590.00","1,476.00","1,590.00","1,590.00",0.00,0.00,"1,531.01","1,184.00","1,500.00","1,812,715.00",42,90.00,114.00,6.00,7.72,3.71,"1,683.28","1,745.49","2,189.00","1,470.20"
116,KDBY,27.66,11.50,11.60,11.42,11.47,11.47,0.00,0.00,11.54,"66,860.00",11.67,"771,687.80",38,-0.20,0.18,-1.71,1.58,-0.63,10.34,10.05,12.54,8.67
117,KDL,42.41,826.00,840.00,825.10,835.00,835.00,0.00,0.00,831.03,"2,064.00",830.10,"1,715,246.10",66,4.90,14.90,0.59,1.81,0.48,864.74,910.52,"1,200.00",770.00
118,KEF,47.40,10.72,11.00,10.72,10.99,10.99,0.00,0.00,10.96,"140,850.00",11.00,"1,543,603.80",29,-0.01,0.28,-0.09,2.61,0.28,9.75,9.62,11.30,8.31
119,KHPL,22.40,300.00,327.70,300.00,327.70,327.70,0.00,0.00,313.73,40.00,300.00,"12,549.00",4,27.70,27.70,9.23,9.23,4.26,0.00,0.00,327.70,300.00
120,KKHC,41.75,285.60,285.60,265.20,269.00,269.00,0.00,0.00,268.47,"30,801.00",272.00,"8,269,201.90",179,-3.00,20.40,-1.10,7.69,0.20,258.89,256.19,475.90,208.00
121,KMCDB,39.64,884.00,884.00,862.20,872.00,872.00,0.00,0.00,863.53,"2,007.00",875.00,"1,733,097.20",25,-3.00,21.80,-0.34,2.53,0.97,960.97,988.97,"1,223.00",840.50
122,KPCL,39.26,504.90,505.00,496.00,500.00,500.00,0.00,0.00,498.16,"4,935.00",501.00,"2,458,402.50",60,-1.00,9.00,-0.20,1.81,0.37,529.56,546.08,711.00,470.30
123,KSBBL,47.12,498.90,499.00,485.00,490.00,490.00,0.00,0.00,488.74,"80,891.00",487.00,"39,534,764.60",107,3.00,14.00,0.62,2.89,0.26,464.45,470.72,588.00,404.10
124,KSY,39.27,9.61,9.74,9.61,9.74,9.74,0.00,0.00,9.66,400.00,9.90,"3,865.00",4,-0.16,0.13,-1.62,1.35,0.80,9.35,9.33,10.51,8.21
125,LBBL,42.38,498.70,498.90,487.50,490.50,490.50,0.00,0.00,491.18,"45,007.00",494.50,"22,106,331.30",140,-4.00,11.40,-0.81,2.34,-0.14,483.24,493.93,646.30,413.00
126,LBBLD89,26.58,"1,260.00","1,260.00","1,260.00","1,260.00","1,260.00",0.00,0.00,"1,260.00",30.00,"1,271.50","37,800.00",1,-11.50,0.00,-0.90,0.00,0.00,"1,234.79","1,210.93","1,346.00","1,189.00"
