S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
124,LSL,31.83,218.00,218.00,207.80,208.91,210.00,-1.09,-0.01,211.12,"149,774.00",216.32,"31,620,371.20",270,-7.41,10.20,-3.43,4.91,-1.06,229.85,232.99,300.00,143.60
125,LUK,42.21,9.62,9.65,9.62,9.62,9.62,0.00,0.00,9.63,"1,300.00",9.81,"12,524.00",4,-0.19,0.03,-1.94,0.31,-0.14,9.62,9.55,10.22,8.16
126,LVF2,43.40,9.56,9.93,9.56,9.92,9.93,-0.01,0.00,9.84,"94,600.00",9.75,"930,938.20",16,0.17,0.37,1.74,3.87,0.80,9.22,9.15,10.01,7.50
127,MAKAR,28.51,711.20,724.00,697.00,699.56,711.00,-11.44,-0.02,705.66,"7,857.00",718.01,"5,544,359.00",93,-18.45,27.00,-2.57,3.87,-0.87,692.81,634.42,860.00,342.00
128,MANDU,26.13,880.00,882.70,867.10,876.00,875.00,1.00,0.00,873.03,"2,316.00",883.57,"2,021,925.90",52,-7.57,15.60,-0.86,1.80,0.34,927.26,984.56,"1,493.10",745.10
129,MATRI,27.02,"1,150.00","1,192.00","1,132.00","1,158.34","1,160.00",-1.66,0.00,"1,163.64","1,101.00","1,152.94","1,281,173.00",45,5.40,60.00,0.47,5.30,-0.46,"1,287.70",0.00,"1,716.00","1,132.00"
130,MBJC,50.21,335.30,371.00,324.10,368.16,336.00,32.16,0.10,340.76,"289,665.00",342.09,"98,706,080.60",985,26.07,46.90,7.62,14.47,7.44,345.88,349.94,433.00,279.30
131,MBL,27.18,219.60,220.00,217.00,217.43,218.00,-0.57,0.00,218.10,"72,931.00",219.51,"15,906,156.70",239,-2.08,3.00,-0.95,1.38,-0.31,238.37,240.55,295.00,157.80
132,MBLD2085,28.10,"1,127.10","1,127.10","1,127.10","1,127.10","1,127.10",0.00,0.00,"1,127.10",50.00,"1,150.00","56,355.00",2,-22.90,0.00,-1.99,0.00,0.00,0.00,0.00,"1,206.80","1,030.20"
133,MBLD87,37.11,"1,080.00","1,081.00","1,080.00","1,080.35","1,081.00",-0.65,0.00,"1,080.36",78.00,"1,059.90","84,268.00",3,20.45,1.00,1.93,0.09,0.00,"1,003.48",0.00,"1,081.00",931.00
134,MCHL,28.39,621.30,630.00,616.10,618.24,616.10,2.14,0.00,618.99,"13,710.00",625.60,"8,486,399.20",195,-7.36,13.90,-1.18,2.26,-0.12,608.70,574.02,714.00,355.00
135,MDB,21.64,615.30,620.00,613.10,616.21,616.00,0.21,0.00,616.79,"17,542.00",617.87,"10,819,758.00",146,-1.66,6.90,-0.27,1.13,-0.09,675.02,668.69,843.50,428.50
136,MEHL,22.01,521.00,521.00,505.00,512.75,511.00,1.75,0.00,509.50,"15,226.00",513.55,"7,757,654.30",146,-0.80,16.00,-0.16,3.17,0.63,513.02,469.83,696.00,294.00
137,MEL,30.46,313.00,318.90,308.00,308.33,309.00,-0.67,0.00,310.25,"33,906.00",308.67,"10,519,235.00",243,-0.34,10.90,-0.11,3.54,-0.62,328.54,316.71,393.00,215.00
138,MEN,27.51,581.00,581.00,565.00,566.56,569.00,-2.44,0.00,570.48,"41,026.00",570.01,"23,404,595.10",251,-3.45,16.00,-0.61,2.83,-0.69,634.26,647.65,809.50,503.40
139,MERO,29.62,693.00,700.00,688.00,688.39,688.30,0.09,0.00,689.75,"7,683.00",693.72,"5,299,316.40",53,-5.33,12.00,-0.77,1.74,-0.20,733.45,760.74,980.00,610.00
140,MFIL,46.22,586.00,622.00,581.30,597.28,598.00,-0.72,0.00,599.50,"20,141.00",585.02,"12,074,510.00",174,12.26,40.70,2.10,7.00,-0.37,669.16,685.35,917.00,495.10
141,MFLD85,26.41,"1,081.00","1,081.00","1,081.00","1,081.00","1,081.00",0.00,0.00,"1,081.00",25.00,"1,081.00","27,025.00",1,0.00,0.00,0.00,0.00,0.00,"1,049.77","1,013.88","1,115.80",991.00
142,MHCL,22.85,502.10,511.00,495.00,496.69,499.00,-2.31,0.00,500.99,"15,012.00",502.46,"7,520,832.50",164,-5.77,16.00,-1.15,3.23,-0.87,529.03,493.85,655.00,355.00
143,MHL,31.55,683.70,697.00,629.20,641.32,660.00,-18.68,-0.03,649.65,"8,135.00",670.33,"5,284,924.10",104,-29.01,67.80,-4.33,10.78,-1.30,806.79,801.81,"1,101.00",384.00
144,MHNL,28.23,266.70,287.00,266.70,269.51,269.00,0.51,0.00,274.46,"21,978.00",272.08,"6,032,057.00",111,-2.57,20.30,-0.94,7.61,-1.84,271.32,277.04,379.00,220.90
145,MKCL,27.62,"1,614.00","1,614.00","1,570.00","1,579.34","1,581.00",-1.66,0.00,"1,583.71","6,206.00","1,591.34","9,828,501.80",132,-12.00,44.00,-0.75,2.80,-0.28,"1,598.81","1,565.23","1,926.00",785.00
146,MKHC,27.26,500.00,520.00,469.50,471.01,474.00,-2.99,-0.01,477.48,"17,433.00",491.34,"8,323,983.70",214,-20.33,50.50,-4.14,10.76,-1.37,510.35,464.57,627.00,298.00
147,MKHL,41.94,673.00,711.90,673.00,685.57,685.00,0.57,0.00,692.71,"45,363.00",672.11,"31,423,248.90",169,13.46,38.90,2.00,5.78,-1.04,649.34,619.30,765.00,399.00
148,MKJC,25.69,536.10,545.00,534.00,534.73,534.10,0.63,0.00,536.63,"22,927.00",539.93,"12,303,394.30",157,-5.20,11.00,-0.96,2.06,-0.36,549.74,544.51,735.00,402.00
149,MLBBL,36.47,"1,520.00","1,534.00","1,490.00","1,499.35","1,498.00",1.35,0.00,"1,508.54","4,831.00","1,514.37","7,287,775.50",101,-15.02,44.00,-0.99,2.95,-0.61,"1,675.77","1,622.73","2,019.00","1,015.00"
150,MLBL,32.04,377.00,381.80,375.00,375.75,375.00,0.75,0.00,377.20,"77,777.00",378.36,"29,337,207.40",271,-2.61,6.80,-0.69,1.81,-0.38,400.54,406.04,498.00,311.70
151,MLBLD89,31.03,"1,206.00","1,241.00","1,206.00","1,241.00","1,241.00",0.00,0.00,"1,240.62",29.00,"1,206.00","35,978.10",2,35.00,35.00,2.90,2.90,0.03,0.00,0.00,"1,260.00","1,000.00"
152,MLBS,47.81,"1,650.20","1,838.00","1,650.20","1,769.71","1,660.00",109.71,0.07,"1,749.26","2,024.00","1,672.91","3,540,501.60",44,96.80,187.80,5.79,11.38,1.16,"2,000.84","1,847.18","2,530.00","1,130.00"
153,MLBSL,27.08,"2,260.00","2,260.00","2,140.00","2,202.47","2,200.00",2.47,0.00,"2,203.76","1,283.00","2,216.62","2,827,429.00",51,-14.15,120.00,-0.64,5.61,-0.06,"2,278.38","2,216.92","2,648.70","1,647.00"
154,MMF1,23.23,8.83,8.83,8.60,8.63,8.63,0.00,0.00,8.65,"12,400.00",8.83,"107,300.00",27,-0.20,0.23,-2.27,2.67,-0.27,8.80,8.73,9.72,6.53
155,MMKJL,28.78,638.40,642.00,628.00,630.40,637.00,-6.60,-0.01,635.50,"9,547.00",640.24,"6,067,125.00",64,-9.84,14.00,-1.54,2.23,-0.81,695.67,650.88,890.40,404.10
156,MNBBL,29.37,355.20,360.50,355.00,356.43,356.50,-0.07,0.00,356.72,"20,578.00",356.39,"7,340,609.80",136,0.04,5.50,0.01,1.55,-0.08,379.69,390.04,482.00,332.40
157,MNMF1,37.11,9.20,9.37,9.20,9.25,9.25,0.00,0.00,9.21,"32,635.00",9.20,"300,580.75",37,0.05,0.17,0.54,1.85,0.43,0.00,0.00,10.42,8.67
158,MPFL,33.58,603.00,623.90,601.00,604.52,601.00,3.52,0.01,610.85,"21,574.00",601.28,"13,178,468.50",177,3.24,22.90,0.54,3.81,-1.05,695.44,691.39,936.90,420.10
159,MSHL,27.99,860.50,877.00,850.00,852.43,863.00,-10.57,-0.01,857.85,"1,786.00",877.85,"1,532,113.00",49,-25.42,27.00,-2.90,3.18,-0.64,965.71,943.13,"1,180.00",594.00
160,MSLB,30.28,"1,225.00","1,228.20","1,198.00","1,201.00","1,201.00",0.00,0.00,"1,205.93","1,701.00","1,204.13","2,051,278.70",75,-3.13,30.20,-0.26,2.52,-0.41,"1,469.19","1,480.41","1,851.00","1,096.00"
161,NABBC,28.66,"1,600.60","1,659.00","1,600.60","1,634.84","1,634.80",0.04,0.00,"1,631.64","69,363.00","1,633.24","113,175,723.00",58,1.60,58.40,0.10,3.65,0.20,"1,332.83","1,092.10","2,060.00",421.10
162,NABIL,28.09,485.30,487.90,480.60,481.30,481.90,-0.60,0.00,481.97,"45,746.00",485.01,"22,048,192.70",523,-3.71,7.30,-0.76,1.52,-0.14,510.84,539.16,700.00,419.00
163,NABILD87,27.62,"1,094.70","1,094.70","1,094.70","1,094.70","1,094.70",0.00,0.00,"1,094.70",30.00,"1,117.00","32,841.00",1,-22.30,0.00,-2.00,0.00,0.00,"1,040.31",0.00,"1,118.00",980.00
164,NADEP,25.53,826.00,835.00,824.00,829.07,828.00,1.07,0.00,828.84,"1,254.00",840.00,"1,039,369.80",27,-10.93,11.00,-1.30,1.33,0.03,958.50,988.03,"1,190.00",665.10
165,NBF2,26.99,9.56,9.75,9.56,9.74,9.75,-0.01,0.00,9.71,"30,200.00",9.63,"293,380.00",21,0.11,0.19,1.14,1.99,0.26,9.46,9.58,10.63,7.71
166,NBF3,33.48,9.35,9.68,9.20,9.59,9.52,0.07,0.01,9.61,"99,250.00",9.54,"953,707.00",50,0.05,0.48,0.52,5.22,-0.20,9.26,9.13,10.45,7.05
167,NBL,28.63,255.00,255.00,246.00,250.35,250.50,-0.15,0.00,249.83,"96,333.00",251.07,"24,066,764.70",305,-0.72,9.00,-0.29,3.66,0.21,263.84,269.12,337.50,195.10
168,NBLD82,35.64,"1,070.00","1,070.00","1,070.00","1,109.63","1,070.00",39.63,0.04,"1,099.75",16.00,"1,070.00","17,596.00",9,39.63,0.00,3.70,0.00,0.89,"1,022.66",0.00,"1,248.00",995.00
169,NESDO,36.50,"1,757.00","1,757.00","1,720.00","1,730.00","1,730.00",0.00,0.00,"1,725.00","2,307.00","1,757.00","3,979,565.30",42,-27.00,37.00,-1.54,2.15,0.29,"2,181.75","2,216.43","2,641.00","1,650.00"
170,NFS,34.65,660.00,675.00,657.00,665.56,670.00,-4.44,-0.01,667.15,"32,548.00",657.36,"21,714,401.40",256,8.20,18.00,1.25,2.74,-0.24,960.76,"1,164.20","2,614.90",460.00
171,NGPL,38.04,373.40,375.00,351.50,355.89,354.50,1.39,0.00,360.48,"1,968,139.00",366.16,"709,471,237.60","4,563",-10.27,23.50,-2.80,6.69,-1.29,329.13,365.55,571.00,250.00
172,NHDL,26.32,777.40,780.00,749.00,749.52,749.00,0.52,0.00,762.15,"5,686.00",762.23,"4,333,566.00",65,-12.71,31.00,-1.67,4.14,-1.68,784.19,721.85,"1,002.60",408.90
173,NHPC,45.06,225.00,241.00,225.00,231.12,231.90,-0.78,0.00,234.77,"557,135.00",226.99,"130,797,328.20","1,427",4.13,16.00,1.82,7.11,-1.58,220.47,219.94,290.00,136.00
174,NIBD84,36.85,"1,053.00","1,066.00","1,053.00","1,066.00","1,066.00",0.00,0.00,"1,061.67",75.00,"1,046.10","79,625.00",2,19.90,13.00,1.90,1.23,0.41,"1,023.33",996.61,"1,077.00",943.00
175,NIBLGF,35.80,8.79,8.79,8.50,8.50,8.50,0.00,0.00,8.62,"23,400.00",8.62,"201,728.00",13,-0.12,0.29,-1.39,3.41,-1.42,8.76,9.01,10.64,7.78
176,NIBLSTF,27.95,8.33,8.63,8.19,8.24,8.24,0.00,0.00,8.20,"13,870.00",8.48,"113,792.80",15,-0.24,0.44,-2.83,5.37,0.43,8.72,8.76,10.55,7.85
177,NIBSF2,33.61,8.32,8.37,8.30,8.36,8.36,0.00,0.00,8.31,"190,844.00",8.44,"1,585,273.20",18,-0.08,0.07,-0.95,0.84,0.64,8.49,8.51,9.60,7.53
178,NICA,30.63,358.00,358.00,350.20,352.89,354.00,-1.11,0.00,352.14,"64,893.00",354.09,"22,851,180.00",354,-1.20,7.80,-0.34,2.23,0.21,393.63,424.60,573.00,341.60
179,NICBF,26.51,9.08,9.25,9.08,9.10,9.10,0.00,0.00,9.15,"4,500.00",9.26,"41,191.00",7,-0.16,0.17,-1.73,1.87,-0.59,9.24,9.39,10.50,7.85
180,NICD88,30.12,"1,080.00","1,080.00","1,080.00","1,080.00","1,080.00",0.00,0.00,"1,080.00",75.00,"1,100.00","81,000.00",1,-20.00,0.00,-1.82,0.00,0.00,"1,024.38",0.00,"1,100.00",935.00
181,NICFC,50.28,8.94,9.11,8.94,9.09,9.09,0.00,0.00,9.06,"51,400.00",9.07,"465,476.00",16,0.02,0.17,0.22,1.90,0.37,9.19,9.40,10.99,8.13
182,NICGF2,24.00,8.70,8.71,8.70,8.70,8.70,0.00,0.00,8.70,900.00,8.74,"7,833.00",9,-0.04,0.01,-0.46,0.11,-0.04,8.82,8.78,9.79,7.32
183,NICL,29.63,780.00,780.00,773.00,775.50,775.00,0.50,0.00,776.05,"5,142.00",777.55,"3,990,440.20",55,-2.05,7.00,-0.26,0.91,-0.07,955.45,974.38,"1,162.00",773.00
184,NICLBSL,34.77,628.00,634.00,623.10,625.23,626.50,-1.27,0.00,627.32,"5,438.00",631.18,"3,411,386.30",137,-5.95,10.90,-0.94,1.75,-0.33,683.11,713.23,907.00,622.30
185,NICSF,30.46,9.10,9.18,9.10,9.10,9.10,0.00,0.00,9.13,"5,900.00",9.18,"53,850.00",13,-0.08,0.08,-0.87,0.88,-0.30,9.35,9.61,11.45,8.31
186,NIFRA,36.08,307.00,313.10,294.00,296.10,295.10,1.00,0.00,303.41,"1,054,342.00",307.41,"319,900,075.70","2,391",-11.31,19.10,-3.68,6.50,-2.47,270.94,273.85,366.60,188.10
187,NIL,25.70,742.00,748.90,735.00,735.75,735.10,0.65,0.00,738.64,"4,132.00",741.80,"3,052,049.20",72,-6.05,13.90,-0.82,1.89,-0.39,855.65,882.77,"1,050.00",735.00
188,NIMB,29.14,207.00,208.00,204.00,204.99,205.00,-0.01,0.00,205.60,"122,811.00",207.01,"25,249,693.50",426,-2.02,4.00,-0.98,1.96,-0.30,219.92,224.95,295.00,147.40
189,NIMBD90,47.97,"1,133.00","1,200.00","1,133.00","1,200.00","1,200.00",0.00,0.00,"1,195.41",783.00,"1,133.00","936,008.60",6,67.00,67.00,5.91,5.91,0.38,"1,100.35",0.00,"1,251.00","1,019.20"
190,NLG,26.87,852.00,862.50,836.00,843.46,836.00,7.46,0.01,848.62,"25,180.00",855.16,"21,368,333.40",195,-11.70,26.50,-1.37,3.17,-0.61,997.48,"1,036.11","1,382.00",732.00
191,NLIC,34.82,763.10,774.00,763.00,767.12,767.00,0.12,0.00,769.26,"28,941.00",770.21,"22,263,016.70",213,-3.09,11.00,-0.40,1.44,-0.28,788.33,802.56,"1,060.00",566.00
192,NLICL,29.80,620.00,628.70,618.90,620.44,626.70,-6.26,-0.01,620.39,"17,293.00",618.80,"10,728,480.60",98,1.64,9.80,0.27,1.58,0.01,612.07,623.78,776.10,521.30
193,NMB,28.06,236.30,239.90,236.20,237.95,237.60,0.35,0.00,238.47,"68,965.00",239.36,"16,446,167.10",207,-1.41,3.70,-0.59,1.57,-0.22,250.75,252.20,300.00,162.00
194,NMB50,28.23,10.54,10.75,10.54,10.62,10.62,0.00,0.00,10.70,"11,600.00",10.75,"124,102.00",6,-0.13,0.21,-1.21,1.99,-0.74,10.44,10.69,12.54,8.95
195,NMBD2085,26.39,"1,114.10","1,114.10","1,114.10","1,115.10","1,114.10",1.00,0.00,"1,115.10",1.00,"1,114.10","1,115.10",1,1.00,0.00,0.09,0.00,0.00,"1,013.96",0.00,"1,135.00","1,022.50"
196,NMBD87/88,44.80,"1,047.00","1,082.00","1,047.00","1,082.00","1,082.00",0.00,0.00,"1,079.68",165.00,"1,047.00","178,148.00",4,35.00,35.00,3.34,3.34,0.21,"1,009.48",957.00,"1,082.20",930.00
197,NMBD89/90,38.09,"1,162.00","1,222.00","1,162.00","1,222.00","1,222.00",0.00,0.00,"1,220.98",50.00,"1,162.00","61,049.00",3,60.00,60.00,5.16,5.16,0.08,0.00,0.00,"1,225.00","1,027.00"
198,NMBHF2,30.08,8.93,9.27,8.93,9.25,9.27,-0.02,0.00,9.03,"9,312.00",9.09,"84,130.25",35,0.16,0.34,1.76,3.81,2.33,0.00,0.00,10.00,8.93
199,NMBMF,31.68,687.00,705.00,683.00,686.18,683.00,3.18,0.00,689.51,"6,860.00",696.03,"4,730,054.00",61,-9.85,22.00,-1.42,3.22,-0.49,734.28,742.87,918.00,581.00
200,NMFBS,29.81,"1,185.00","1,188.00","1,170.00","1,176.94","1,182.00",-5.06,0.00,"1,178.88","4,401.00","1,188.65","5,188,272.80",72,-11.71,18.00,-0.99,1.54,-0.17,"1,327.23","1,390.88","1,727.00","1,120.10"
201,NMIC,31.91,"1,042.00","1,146.70","1,042.00","1,146.70","1,146.70",0.00,0.00,"1,143.04",850.00,"1,042.50","971,581.00",85,104.20,104.70,10.00,10.05,0.32,0.00,0.00,"1,146.70",302.30
202,NMLBBL,31.12,645.00,650.00,635.60,636.67,640.00,-3.33,-0.01,639.87,"12,072.00",642.11,"7,724,507.40",104,-5.44,14.40,-0.85,2.27,-0.50,694.42,734.05,988.00,599.60
203,NRIC,41.91,"1,231.00","1,294.00","1,231.00","1,257.02","1,255.10",1.92,0.00,"1,272.33","110,083.00","1,255.99","140,062,236.90",597,1.03,63.00,0.08,5.12,-1.22,991.40,936.92,"1,389.90",630.10
204,NRM,24.10,460.00,474.30,455.00,463.02,465.00,-1.98,0.00,465.33,"22,266.00",461.06,"10,361,106.90",203,1.96,19.30,0.43,4.24,-0.50,489.21,483.27,645.00,338.10
205,NRN,36.50,"2,040.00","2,050.00","1,996.20","2,001.13","2,005.00",-3.87,0.00,"2,011.83","144,512.00","2,038.67","290,733,784.70","1,123",-37.54,53.80,-1.84,2.70,-0.53,"1,278.29","1,163.74","2,105.00",478.30
206,NSIF2,40.25,10.51,10.70,10.51,10.52,10.52,0.00,0.00,10.51,"75,338.00",10.50,"791,823.38",10,0.02,0.19,0.19,1.81,0.09,10.36,10.62,12.47,8.83
207,NTC,31.06,896.00,896.00,888.00,890.01,891.00,-0.99,0.00,891.07,"21,672.00",894.57,"19,311,258.00",192,-4.56,8.00,-0.51,0.90,-0.12,929.06,947.32,"1,214.00",800.00
208,NUBL,32.48,656.10,669.40,652.30,658.49,656.00,2.49,0.00,658.26,"25,276.00",661.23,"16,638,072.30",173,-2.74,17.10,-0.41,2.62,0.04,695.68,725.38,930.20,613.00
209,NWCL,27.39,948.00,957.20,931.00,944.78,947.00,-2.22,0.00,941.16,"5,317.00",938.62,"5,004,123.90",80,6.16,26.20,0.66,2.81,0.38,"1,003.48","1,013.19","1,264.00",678.00
210,NYADI,44.84,542.00,579.90,542.00,562.51,559.00,3.51,0.01,560.31,"49,323.00",552.62,"27,636,353.10",277,9.89,37.90,1.79,6.99,0.39,520.34,464.63,880.00,276.00
211,OHL,30.61,862.40,870.00,840.40,850.00,850.00,0.00,0.00,858.18,"9,151.00",845.55,"7,853,235.60",64,4.45,29.60,0.53,3.52,-0.96,919.78,949.10,"1,205.00",704.10
212,PBD84,46.26,"1,110.00","1,115.00","1,110.00","1,115.00","1,115.00",0.00,0.00,"1,113.96",48.00,"1,094.40","53,470.00",2,20.60,5.00,1.88,0.45,0.09,0.00,0.00,"1,123.00","1,000.00"
213,PBD85,28.32,"1,078.00","1,078.00","1,078.00","1,081.10","1,078.00",3.10,0.00,"1,081.10",3.00,"1,078.00","3,243.30",1,3.10,0.00,0.29,0.00,0.00,"1,030.95",993.23,"1,100.00",970.00
214,PBD88,29.79,"1,151.00","1,151.00","1,129.00","1,129.00","1,129.00",0.00,0.00,"1,148.25",200.00,"1,132.00","229,650.00",2,-3.00,22.00,-0.27,1.95,-1.71,"1,118.55","1,095.00","1,219.70","1,001.00"
215,PBLD84,19.07,"1,092.60","1,100.00","1,092.60","1,099.99","1,100.00",-0.01,0.00,"1,099.99",49.00,"1,092.60","53,899.60",2,7.39,7.40,0.68,0.68,0.00,"1,071.78","1,047.81","1,130.00","1,022.00"
216,PBLD87,39.30,"1,040.00","1,080.00","1,040.00","1,080.00","1,080.00",0.00,0.00,"1,078.22",165.00,"1,040.00","177,907.00",5,40.00,40.00,3.85,3.85,0.16,"1,007.01",943.43,"1,080.00",960.00
217,PCBL,26.82,240.00,246.00,240.00,244.30,246.00,-1.70,-0.01,242.08,"56,368.00",241.31,"13,645,800.20",195,2.99,6.00,1.24,2.50,0.91,258.34,265.65,329.00,188.30
218,PFL,35.94,400.00,416.00,398.00,405.13,409.00,-3.87,-0.01,403.91,"41,168.00",397.09,"16,628,125.50",273,8.04,18.00,2.02,4.52,0.30,529.73,563.86,795.00,339.90
219,PHCL,25.65,567.00,579.00,550.00,553.26,552.10,1.16,0.00,559.54,"25,509.00",566.92,"14,273,272.90",225,-13.66,29.00,-2.41,5.27,-1.13,586.42,520.27,745.60,275.10
220,PMHPL,34.37,318.50,328.00,317.50,319.63,320.00,-0.37,0.00,322.23,"39,561.00",322.05,"12,747,641.40",136,-2.42,10.50,-0.75,3.31,-0.81,295.44,290.48,348.80,214.20
221,PMLI,43.81,549.00,574.00,549.00,557.79,556.90,0.89,0.00,563.09,"13,407.00",552.11,"7,549,385.30",174,5.68,25.00,1.03,4.55,-0.95,566.60,580.11,732.20,473.00
222,PPCL,30.89,354.00,361.90,343.00,345.54,344.00,1.54,0.00,348.37,"50,990.00",348.00,"17,763,251.30",162,-2.46,18.90,-0.71,5.51,-0.82,303.69,299.42,367.20,220.00
223,PPL,34.27,507.00,512.90,490.00,491.15,490.00,1.15,0.00,497.29,"15,565.00",507.50,"7,740,385.00",188,-16.35,22.90,-3.22,4.67,-1.25,543.58,532.42,683.40,428.00
224,PRIN,31.66,871.00,900.00,870.30,878.93,884.00,-5.07,-0.01,879.94,"7,029.00",883.68,"6,185,109.60",83,-4.75,29.70,-0.54,3.41,-0.12,972.07,972.44,"1,113.00",756.00
225,PROFL,32.23,510.00,529.00,506.00,510.21,509.00,1.21,0.00,514.52,"18,363.00",506.17,"9,448,139.60",133,4.04,23.00,0.80,4.55,-0.84,608.61,606.12,865.00,322.00
226,PRSF,43.73,10.44,10.60,10.44,10.60,10.60,0.00,0.00,10.44,"61,990.00",10.43,"647,395.00",8,0.17,0.16,1.63,1.53,1.48,10.15,10.19,11.30,8.21
227,PRVU,32.06,203.00,203.00,200.00,200.05,200.10,-0.05,0.00,200.97,"182,792.00",201.82,"36,736,464.30",554,-1.77,3.00,-0.88,1.50,-0.46,224.99,227.96,297.00,132.00
228,PSF,40.93,10.58,10.60,10.57,10.59,10.59,0.00,0.00,10.59,"99,850.00",10.57,"1,057,326.50",33,0.02,0.03,0.19,0.28,0.01,10.12,10.19,11.10,8.36
229,RADHI,36.23,634.90,635.00,614.00,618.05,618.00,0.05,0.00,622.69,"724,284.00",627.17,"451,003,178.80","1,902",-9.12,21.00,-1.45,3.42,-0.75,405.61,399.69,642.60,223.20
230,RAWA,22.85,837.00,869.70,837.00,851.68,862.00,-10.32,-0.01,850.23,"1,560.00",853.90,"1,326,360.70",63,-2.22,32.70,-0.26,3.91,0.17,839.37,780.21,990.00,452.20
231,RBBD83,38.71,"1,042.00","1,042.00","1,042.00","1,042.00","1,042.00",0.00,0.00,"1,042.00",29.00,"1,036.00","30,218.00",2,6.00,0.00,0.58,0.00,0.00,0.00,0.00,"1,062.00",946.50
232,RBCL,25.67,"14,710.00","14,799.00","14,710.00","14,734.90","14,712.00",22.90,0.00,"14,756.31",175.00,"14,794.00","2,582,355.00",12,-59.10,89.00,-0.40,0.61,-0.15,"15,638.38","16,193.03","22,493.90","12,800.00"
233,RBCLPO,21.69,"11,402.00","11,402.00","11,401.00","11,401.00","11,401.00",0.00,0.00,"11,401.50",20.00,"11,589.00","228,030.00",2,-188.00,1.00,-1.62,0.01,0.00,"11,926.68","12,199.30","16,270.00","9,893.10"
234,RFPL,47.81,621.50,684.00,615.20,639.15,637.00,2.15,0.00,632.16,"58,532.00",633.85,"37,001,343.50",268,5.30,68.80,0.84,11.18,1.09,868.73,738.38,"1,484.00",322.90
235,RHGCL,31.33,521.00,532.00,520.10,521.03,520.10,0.93,0.00,527.48,"13,057.00",520.34,"6,887,278.90",98,0.69,11.90,0.13,2.29,-1.24,549.07,500.67,708.00,325.00
236,RHPL,29.85,399.00,400.00,386.00,389.46,388.60,0.86,0.00,392.54,"63,303.00",397.76,"24,848,944.80",272,-8.30,14.00,-2.09,3.63,-0.79,422.87,411.61,527.00,260.30
237,RIDI,43.19,233.50,245.00,233.00,240.53,241.00,-0.47,0.00,241.59,"424,010.00",228.95,"102,436,587.10","1,389",11.58,12.00,5.06,5.15,-0.44,232.55,235.86,311.00,154.50
238,RLFL,32.57,500.00,525.00,500.00,504.34,503.00,1.34,0.00,506.45,"16,878.00",497.75,"8,547,917.80",124,6.59,25.00,1.32,5.00,-0.42,587.40,589.14,838.00,362.00
239,RMF1,19.20,9.12,9.30,9.12,9.14,9.14,0.00,0.00,9.14,"2,200.00",9.28,"20,114.00",8,-0.14,0.18,-1.51,1.97,-0.03,9.07,9.04,10.19,7.46
240,RMF2,48.29,9.41,9.59,9.41,9.47,9.47,0.00,0.00,9.48,"5,432.00",9.41,"51,478.04",6,0.06,0.18,0.64,1.91,-0.07,9.23,9.43,10.73,8.10
241,RNLI,30.05,533.00,534.80,518.00,519.73,519.00,0.73,0.00,526.49,"90,906.00",523.69,"47,860,905.00",432,-3.96,16.80,-0.76,3.24,-1.30,530.34,525.44,600.10,415.00
242,RSDC,32.67,657.00,669.00,656.00,663.00,664.00,-1.00,0.00,662.62,"32,162.00",662.79,"21,311,244.70",69,0.21,13.00,0.03,1.98,0.06,713.14,728.86,890.00,590.30
243,RURU,27.41,724.90,732.00,707.10,709.62,707.10,2.52,0.00,714.56,"14,175.00",718.92,"10,128,888.80",129,-9.30,24.90,-1.29,3.52,-0.70,741.25,756.77,926.80,494.00
244,SADBL,27.21,384.80,400.00,384.80,394.16,394.10,0.06,0.00,393.97,"24,170.00",392.58,"9,522,175.50",101,1.58,15.20,0.40,3.95,0.05,417.20,420.03,497.00,293.00
245,SAGF,38.34,9.39,9.80,9.39,9.80,9.80,0.00,0.00,9.78,"10,100.00",9.58,"98,794.00",8,0.22,0.41,2.30,4.37,0.19,9.53,9.69,10.93,8.44
246,SAHAS,28.28,501.00,506.00,496.00,498.30,497.70,0.60,0.00,499.79,"91,326.00",498.08,"45,643,927.20",429,0.22,10.00,0.04,2.02,-0.30,504.55,529.92,725.00,409.50
247,SALICO,31.52,730.00,730.00,707.10,714.68,715.50,-0.82,0.00,717.57,"17,156.00",717.98,"12,310,614.30",56,-3.30,22.90,-0.46,3.24,-0.40,729.67,751.87,926.00,613.00
248,SAMAJ,33.95,"2,294.49","2,294.49","2,207.00","2,219.06","2,235.00",-15.94,-0.01,"2,227.47","1,571.00","2,294.49","3,499,359.70",82,-75.43,87.49,-3.29,3.96,-0.38,"3,215.08","3,130.70","4,181.00","1,815.00"
249,SAND2085,25.74,"1,107.68","1,107.68","1,102.00","1,102.00","1,102.00",0.00,0.00,"1,102.76",150.00,"1,127.00","165,413.60",5,-25.00,5.68,-2.22,0.52,-0.07,"1,050.23","1,049.57","1,256.60","1,028.00"
250,SANIMA,28.60,304.00,307.50,304.00,304.99,305.00,-0.01,0.00,305.87,"65,185.00",306.45,"19,938,017.60",229,-1.46,3.50,-0.48,1.15,-0.29,307.13,316.66,382.00,228.00
